text,bullying_label,processed_text
The latest The PCOS in Ireland Daily! Thanks to ,0,the latest the pcos in ireland daily! thanks to
"I said- You're neva, eva, eva gonna- Get my- Fake eye- Didn't I ",0,"i said youre neva, eva, eva gonna get my fake eye didnt i"
HAPPY GAY PRIDE Photo by Israel Garcia ,0,happy gay pride photo by israel garcia
You're just another typical Looney Left disrespectful intolerant liberal ,0,youre just another typical looney left disrespectful intolerant liberal
The NRA is now openly advertising itself as a right-wing paramilitary organization whose job is to intimidate and attack ,0,the nra is now openly advertising itself as a rightwing paramilitary organization whose job is to intimidate and attack
Tell my ex that my new nigga get me wetter bitch - ,0,tell my ex that my new nigga get me wetter bitch
"stereotypical gay man: flouncy, wears pink, camp, high pitched voice, overly flirtatious real gay man: a man who is ",0,"stereotypical gay man flouncy, wears pink, camp, high pitched voice, overly flirtatious real gay man a man who is"
I invented the Donald Trump piñata,0,i invented the donald trump piata
When we some taught OngNiel is dead but bitch they are making a comeback ,0,when we some taught ongniel is dead but bitch they are making a comeback
"MSM won't show this but Brits are in the streets chanting, ""Donald Trump, We Love You, Britain First, Fighting Back"" ",0,"msm wont show this but brits are in the streets chanting, donald trump, we love you, britain first, fighting back"
I WENT HOME EARLY BITCH U WAS SUPPOSED TO GET WORKING ON SHIT BUT THE ONLY SHIT I GOT DONE WAS REST AND DRINK WATER ,1,i went home early bitch u was supposed to get working on shit but the only shit i got done was rest and drink water
Ireland might be big to us but we're only a small part of a big diverse population ,0,ireland might be big to us but were only a small part of a big diverse population
When u use the flower filter to look innocent but Ur still a venomous lil bitch ,0,when u use the flower filter to look innocent but ur still a venomous lil bitch
Congratulations to the dedicated professionals of the USSS as they celebrate their 152nd anniversary. Thank you! ,0,congratulations to the dedicated professionals of the usss as they celebrate their 152nd anniversary. thank you!
"don't play with me, play with yo ",0,"dont play with me, play with yo"
hair love life ,0,hair love life
"""guys just wanted to let you know if you didn't know I'm Justin Bieber"" ",0,guys just wanted to let you know if you didnt know im justin bieber
Gay Porn Behind The Scenes Fucks Bareback MORE ,0,gay porn behind the scenes fucks bareback more
South Australia has the most liberal access pathway for medical cannabis. This however is usurped by the TGA regs. States ,0,south australia has the most liberal access pathway for medical cannabis. this however is usurped by the tga regs. states
Obama’s Letter to Trump via ,0,obamas letter to trump via
A plea for interaction with other people from a man who called Brexit voters 'the lager louts of Europe' ,0,a plea for interaction with other people from a man who called brexit voters the lager louts of europe
"(5) More photos of Justin Bieber spotted out in Sydney, Australia today. (July 6) ",0,"5 more photos of justin bieber spotted out in sydney, australia today. july 6"
Solution to the Turnbull vs Abbott impasse - for Liberal Party Leader f… ,0,solution to the turnbull vs abbott impasse for liberal party leader f
This picture just called me an emo bitch in high school and then snapchatted me for nudes at 2 AM when we graduated ,1,this picture just called me an emo bitch in high school and then snapchatted me for nudes at 2 am when we graduated
"Wow:""Compared with Trump’s 50 confirmed, nominees, Obama had 186, Bush II had 133, Clinton had 198; Bush I had 148"" ",0,"wowcompared with trumps 50 confirmed, nominees, obama had 186, bush ii had 133, clinton had 198 bush i had 148"
I liked a video Justin Bieber - Sorry (Latino Remix / Audio) ft. J ,0,i liked a video justin bieber sorry latino remix audio ft. j
big-guy-stuff: stretchmine ,0,bigguystuff stretchmine
Happythursday ,0,happythursday
can't wait to be the old gay aunt living on a boat in a harbor w 12 cats; 7 birds drawing gay erotica while listening ,0,cant wait to be the old gay aunt living on a boat in a harbor w 12 cats 7 birds drawing gay erotica while listening
"PiS is getting priests to encourage parishers to go to Warsaw ""on free buses"" to see Trump speak ",0,pis is getting priests to encourage parishers to go to warsaw on free buses to see trump speak
the liberal party are far left terrorist and threat to America. ,1,the liberal party are far left terrorist and threat to america.
"Post-industrial liberal democracy is fundamentally dysgenic, due to active redistribution to the botto… ",1,"postindustrial liberal democracy is fundamentally dysgenic, due to active redistribution to the botto"
Bitch u dont even have a ,1,bitch u dont even have a
"Most Catholics are disgusted ; ashamed about paedophile priests Most Muslims will deny, ignore or deflect the subject ",0,"most catholics are disgusted ashamed about paedophile priests most muslims will deny, ignore or deflect the subject"
"not neo liberal ofc, thats an evil commie slur used to oppress the poor ",0,"not neo liberal ofc, thats an evil commie slur used to oppress the poor"
"- The is covering up Pedophile child abusing ""priests"". Awaken the world about the true nature of the ",1,the is covering up pedophile child abusing priests. awaken the world about the true nature of the
(Grio) Police raid drug-fueled ‘gay orgy’ at Vatican priest’s apt. ,0,grio police raid drugfueled gay orgy at vatican priests apt.
The collapse in UK car registrations in the most recent quarter suggests something is very wrong in Britain. ,0,the collapse in uk car registrations in the most recent quarter suggests something is very wrong in britain.
: Trump: US considering ‘pretty severe’ action on North Korea WARSAW U.S. President Donald Trump ,0,trump us considering pretty severe action on north korea warsaw u.s. president donald trump
Learn to be a bitch sometimes. Not all the time you're ,1,learn to be a bitch sometimes. not all the time youre
someone: you are such a bitch! me: ,1,someone you are such a bitch! me
Large Ireland Map Image | Large Ireland Map HD Picture ,0,large ireland map image large ireland map hd picture
Justin Bieber via Instagram ,0,justin bieber via instagram
i'm that petty bitch that would still speak to u and i know u don't LIKE ME ,0,im that petty bitch that would still speak to u and i know u dont like me
Cancer patients in Ireland are paying up to €63 a week in car parking charges to attend appointments in hospitals all over ,0,cancer patients in ireland are paying up to 63 a week in car parking charges to attend appointments in hospitals all over
"Given most of their coverage, it looks like it's the BBC themselves that don't want Brexit to actually happen. ",0,"given most of their coverage, it looks like its the bbc themselves that dont want brexit to actually happen."
"In El Fili, everything is either gay or bi Even Donya V Good ",0,"in el fili, everything is either gay or bi even donya v good"
From cyber security expert to chef: the in-demand careers of the future ,0,from cyber security expert to chef the indemand careers of the future
MY CONDOLENCES IF U LOST ME AND FOUND OUT U COULDN'T FIND A BITCH LIKE ME ,0,my condolences if u lost me and found out u couldnt find a bitch like me
CLICK HERE FULL VIDEO ,0,click here full video
: Trump savages US trade deals as 'most terrible in history' and warns: 'THAT WILL CHANGE' PRESIDENT ,0,trump savages us trade deals as most terrible in history and warns that will change president
Absolutely. that it should be embraced. Different priests have different gifts - but… ,0,absolutely. that it should be embraced. different priests have different gifts but
love u gay ,0,love u gay
THREE LIBERAL JUDGES PLAYING TAG FOOTBALL AT HARVARD! ,0,three liberal judges playing tag football at harvard!
Theresa May fights Camilla! Pippa puts a gypsy curse on Kate! Here's my review of last night's ,0,theresa may fights camilla! pippa puts a gypsy curse on kate! heres my review of last nights
sickest song don't me ,0,sickest song dont me
'Not possible': The EU just demolished key aim of Tory Brexit strategy ,0,not possible the eu just demolished key aim of tory brexit strategy
"!""Come here, where are you from?"" Donald Trump 'flirts' with female reporter in Oval Office (WATCH VIDEO) ",0,"!come here, where are you from? donald trump flirts with female reporter in oval office watch video"
miss u big gay ,0,miss u big gay
"Jia Morado is really the best setter in the Philippines. I mean bitch, this girl chooses no first ball! ",0,"jia morado is really the best setter in the philippines. i mean bitch, this girl chooses no first ball!"
That guy scares me. What is his agenda and does he have liberal open minded values in his heart. H… ,0,that guy scares me. what is his agenda and does he have liberal open minded values in his heart. h
EXO IS COMING BACK FOR REAL BXNNSJSJS BITCH I AM ALL READY TO SUPPORT MY ,0,exo is coming back for real bxnnsjsjs bitch i am all ready to support my
BOOOOOOOOOOOOOM Prez Trump ANNIHILATES Failed Obama Crooked Hillary on World Stage in ,0,booooooooooooom prez trump annihilates failed obama crooked hillary on world stage in
Fight for the soul of the Liberal Party hostage not a leader ,0,fight for the soul of the liberal party hostage not a leader
The Obama sommelier ,0,the obama sommelier
"BBC bosses defend not revealing Peter Capaldi’s replacement, saying that post-Brexit it’s just impossible to attract ",0,"bbc bosses defend not revealing peter capaldis replacement, saying that postbrexit its just impossible to attract"
Fans Mob Justin Bieber As He Steps Out Of Nando’s In Sydney ,0,fans mob justin bieber as he steps out of nandos in sydney
"""Babe she's just my frie.."" ""TELL THAT BITCH YOU ALREADY GOT A FRIEND"" ",0,babe shes just my frie.. tell that bitch you already got a friend
Happy Gay Vegan Day 2017!,0,happy gay vegan day 2017!
"One minute you nice,next minute you a ",1,"one minute you nice,next minute you a"
"Obama, Dems Ignoring - Working Around the U.S. RETWEET ",0,"obama, dems ignoring working around the u.s. retweet"
Today's The Day by on Hits Camp Tunes ,0,todays the day by on hits camp tunes
Sexy Guys,0,sexy guys
cops bust drug-fueled gay orgy at home of missionaries ,0,cops bust drugfueled gay orgy at home of missionaries
= Brexit devaluation. End of story ,0,brexit devaluation. end of story
Novo Nordisk has confirmed certain pens distributed in Ireland have been affected ,0,novo nordisk has confirmed certain pens distributed in ireland have been affected
"Brexit negotiator in post-exit trade warning — Sky News Business (SkyNewsBiz) July 6, ",0,"brexit negotiator in postexit trade warning sky news business skynewsbiz july 6,"
yes all ghosts are gay you ,1,yes all ghosts are gay you
"Was Russia solely responsible for campaign meddling? ""Nobody really knows,"" Trump said. Live updates: ",0,"was russia solely responsible for campaign meddling? nobody really knows, trump said. live updates"
My primer was $40 bitch this face ain't moving an inch ,0,my primer was 40 bitch this face aint moving an inch
Justin Bieber Battles Man Flu On Stage At BST Hyde Park 2017 | Contactmu.. Related Articles: ,0,justin bieber battles man flu on stage at bst hyde park 2017 contactmu.. related articles
Justin Bieber's 2U is constantly plying on this music channel and I can't help it to squeal every time I spot Stella ooops ,0,justin biebers 2u is constantly plying on this music channel and i cant help it to squeal every time i spot stella ooops
is frontrunner for ,0,is frontrunner for
"There's: ""Hoe"" ""Slut"" ""Bitch"" ""Cunt"" ""Whore"" Abuse Sexual assault Dehumanization You get the idea. Y'all treat like ",0,theres hoe slut bitch cunt whore abuse sexual assault dehumanization you get the idea. yall treat like
I find the ranking of priests vs journalists particularly ironic here... ,0,i find the ranking of priests vs journalists particularly ironic here...
"Ray Kurzweil, talks to The Drum about brand trust, how AI can help advertisers; technology aiding human evolution… ",0,"ray kurzweil, talks to the drum about brand trust, how ai can help advertisers technology aiding human evolution"
The man who won the Brexit referendum for Leave who now thinks it was a mistake ,0,the man who won the brexit referendum for leave who now thinks it was a mistake
Donald Trump: Russia may have interfered with 2016 Presidential election ,0,donald trump russia may have interfered with 2016 presidential election
"Integration Architect, Dublin - ",0,"integration architect, dublin"
You can't take advantage of first class if you've only signed up to economy. Nor should you be able to. ,1,you cant take advantage of first class if youve only signed up to economy. nor should you be able to.
Well said we can be incredibly selfish sometimes in Ireland. the EU has and continues to be good for ,0,well said we can be incredibly selfish sometimes in ireland. the eu has and continues to be good for
"Katie Hopkins (formerly Anthony): British actor/actress, most notably portraying Hannibal in ",0,"katie hopkins formerly anthony british actoractress, most notably portraying hannibal in"
; bet you a heterosexual orgy in the vatican would see the priests get counseling and th… ,0,bet you a heterosexual orgy in the vatican would see the priests get counseling and th
"(13) More photos of Justin Bieber spotted out in Sydney, Australia today. (July 6) ",0,"13 more photos of justin bieber spotted out in sydney, australia today. july 6"
Thread from one of the wisest Twitter commentators on Brexit.,0,thread from one of the wisest twitter commentators on brexit.
Excellent. Well said. All credit to those who are constantly ,0,excellent. well said. all credit to those who are constantly
"When priveleged white men have ideas; ""Let's give Muslim women freedom of choice, by not letting them choose""... o_O ",0,"when priveleged white men have ideas lets give muslim women freedom of choice, by not letting them choose... o_o"
a list of fandom things that make me uncomfortable: 1. omega verse/mpreg 2. gender swaps 3. y/n insert fics 4. 13 yr ,0,a list of fandom things that make me uncomfortable 1. omega versempreg 2. gender swaps 3. yn insert fics 4. 13 yr
We need to vett our Supreme Court and weed out the political Liberal ,1,we need to vett our supreme court and weed out the political liberal
"Trump in Poland again blamed Obama for Russian hacking issues, ""why didn't he do something about it?"" DT, what are YOU ",0,"trump in poland again blamed obama for russian hacking issues, why didnt he do something about it? dt, what are you"
100 on my whrist 80 on me whrist lil pump never spend his Money on his ,0,100 on my whrist 80 on me whrist lil pump never spend his money on his
"South-Africa, - darling of the liberal world in 1994, - State Capture Report in 2 Minutes via ",0,"southafrica, darling of the liberal world in 1994, state capture report in 2 minutes via"
"Maybe he thinks this is really cool; 'liberal,' but stuff like this just reinforces notion of sexuality as a choice ",0,"maybe he thinks this is really cool liberal, but stuff like this just reinforces notion of sexuality as a choice"
When my bitch Candace hype me up I can't with her she does the ,0,when my bitch candace hype me up i cant with her she does the
"He HATES Obama because he doesn't have the brains,the class,the intellect of Obama. ",1,"he hates obama because he doesnt have the brains,the class,the intellect of obama."
"Careful. He/she is *this* close to defending American values from you, ",1,"careful. heshe is this close to defending american values from you,"
MARK LIVE ACCOUSTIC SINGING JUSTIN BIEBER LOVE YOURSELF,0,mark live accoustic singing justin bieber love yourself
Almost told her bitch your man is almost 50... They stopped me because ....... The age thing is a touchy issue in that ,0,almost told her bitch your man is almost 50... they stopped me because ....... the age thing is a touchy issue in that
"""Donald Trump is a selfish man's president"" ",1,donald trump is a selfish mans president
WATCH: Former Labor leader Mark Latham says he's getting 'overwhelmed' with invitations to Liberal Party events. Live ,0,watch former labor leader mark latham says hes getting overwhelmed with invitations to liberal party events. live
Some in politics would rather see Brexit delivered even if it meant Britain failed. ,0,some in politics would rather see brexit delivered even if it meant britain failed.
Trent Partridge Trump: Russia 'and others' meddled in election ,0,trent partridge trump russia and others meddled in election
"""The man who led the drive to pull Britain out of the EU is admitting that it may well not work"" ",0,the man who led the drive to pull britain out of the eu is admitting that it may well not work
"Also True, She Worked With Senator Lindsey Graham To Do It (More Bipartisan Evidence) ",0,"also true, she worked with senator lindsey graham to do it more bipartisan evidence"
"LIVE NOW: Liberal members don't want Abbott to stop, while most ministers don't want him to stay. Is it time for a ",0,"live now liberal members dont want abbott to stop, while most ministers dont want him to stay. is it time for a"
"""Then gathered the chief priests and the Pharisees a council, and said, What do we? for this man doeth many miracles."" ~John ",0,"then gathered the chief priests and the pharisees a council, and said, what do we? for this man doeth many miracles. john"
"The word "" bitch"" has no gender .... These niggas bitches too ",0,the word bitch has no gender .... these niggas bitches too
Fired FBI Director Comey decided to bury 47 hard drives with PROOF of Obama's spying. Furious yet? Watch this: ,0,fired fbi director comey decided to bury 47 hard drives with proof of obamas spying. furious yet? watch this
is dying. The British public realise they ,0,is dying. the british public realise they
Trump's first mistake was bringing Obama with him on this trip.Badmouthing… ,0,trumps first mistake was bringing obama with him on this trip.badmouthing
police bust 'drug-fueled orgy' at top priest's apartment ,0,police bust drugfueled orgy at top priests apartment
Donald Trump to warn that future of west is in doubt in Warsaw speech ,0,donald trump to warn that future of west is in doubt in warsaw speech
Bitch where? ,0,bitch where?
Just in case you missed the 'Vote Leave Chief admits Brexit was an error' story... ,0,just in case you missed the vote leave chief admits brexit was an error story...
Anytime a nigga in a pic with the bad bitch hand...just know he don't give two fucks,0,anytime a nigga in a pic with the bad bitch hand...just know he dont give two fucks
Swim Ireland CEO Sarah Keane gets our Inspiring Girls In Sport Conference underway ,0,swim ireland ceo sarah keane gets our inspiring girls in sport conference underway
"K-ELF , You will Destroy Super Junior !!!!! because you. fucking bitch ! ",1,"kelf , you will destroy super junior !!!!! because you. fucking bitch !"
BITCH THE FUCK DID I DO TO ,1,bitch the fuck did i do to
"Technically, does an orgy have a minimum number of participants? ",0,"technically, does an orgy have a minimum number of participants?"
High attendance at session with Joyce Epstein Aine Lynch from Ireland and Eileen Prior from ,0,high attendance at session with joyce epstein aine lynch from ireland and eileen prior from
I think every belieber loves this about him! Justin ,0,i think every belieber loves this about him! justin
Five red hot American ‘punk’ bands you need to know including via ,0,five red hot american punk bands you need to know including via
"President Donald Trump says the U.S. is working with Poland to address Russia's ""destabilising ",0,president donald trump says the u.s. is working with poland to address russias destabilising
Which are you in debate? HT ,0,which are you in debate? ht
"*slides $20 to One more gay character I'm begging u, plz just confirm it - it can be anyone but it'll",0,"slides 20 to one more gay character im begging u, plz just confirm it it can be anyone but itll"
"Tomorrow, my Husband and I are heading off to beautiful Ireland for a well deserved holiday. However, there is no...",0,"tomorrow, my husband and i are heading off to beautiful ireland for a well deserved holiday. however, there is no..."
His first mistake was bringing Obama with him on this trip.Badmouthing Obama may please his base here but Obama is,0,his first mistake was bringing obama with him on this trip.badmouthing obama may please his base here but obama is
Psst! I'm in the Republic of Ireland! The fact that you've screwed No… ,0,psst! im in the republic of ireland! the fact that youve screwed no
Indeed. The Mail/Sun/Star/Telegraph/Express to name but a few media outlets are vehemently anti Brexit.,0,indeed. the mailsunstartelegraphexpress to name but a few media outlets are vehemently anti brexit.
i need a FUCKING hug,0,i need a fucking hug
"(12) More photos of Justin Bieber spotted out in Sydney, Australia today. (July 6)",0,"12 more photos of justin bieber spotted out in sydney, australia today. july 6"
Mor Justin Bieber Justin Bieber Justin ,0,mor justin bieber justin bieber justin
Male model murdered 'for being too good-looking'... ,0,male model murdered for being too goodlooking...
And yet there ARE ,0,and yet there are
Irish building sites face more chaos as crane drivers vote to ramp up strikes ,0,irish building sites face more chaos as crane drivers vote to ramp up strikes
Trump meets Poland's Duda in Warsaw - U.S. President Donald Trump meets Polish President Andrzej Duda ahead of ... ,0,trump meets polands duda in warsaw u.s. president donald trump meets polish president andrzej duda ahead of ...
bitch i hate when something happens and im CALM and then someone yells to me and i get so ,1,bitch i hate when something happens and im calm and then someone yells to me and i get so
"They will be more happy if China attacks India,defeat for Modi but victory for this liberal gang, why… ",0,"they will be more happy if china attacks india,defeat for modi but victory for this liberal gang, why"
"""Life Is Worth Living"" by Justin Bieber has just been certified Gold in the US, the 12th song from 'Purpose' to receive ",0,"life is worth living by justin bieber has just been certified gold in the us, the 12th song from purpose to receive"
"Wonderful to hear Sharan Burrow, leader of the global trade union movement, address us here in Belfast, Ireland at the ",0,"wonderful to hear sharan burrow, leader of the global trade union movement, address us here in belfast, ireland at the"
It's nothing to do with Toby Emily it's to do with you and that bitch sending hate to ,0,its nothing to do with toby emily its to do with you and that bitch sending hate to
"""It is the end of CNN"" is exactly what Vince McMahon & Donald Trump were planning 10 years ago when they made the ",0,it is the end of cnn is exactly what vince mcmahon donald trump were planning 10 years ago when they made the
"Wearing make up does not make you gay. Make up is literally just a tool to dress up. Amazing, isn't ",0,"wearing make up does not make you gay. make up is literally just a tool to dress up. amazing, isnt"
My fav made my Venmo balance $100 to say goodnight he's the best weak bitch ever. ,1,my fav made my venmo balance 100 to say goodnight hes the best weak bitch ever.
Continuing good news: UK shrugged off with record in the first half of 2017 ,0,continuing good news uk shrugged off with record in the first half of 2017
PMD has become one of the region’s most influential medical device manufacturers ,0,pmd has become one of the regions most influential medical device manufacturers
Do I think it's right to cheat? I plead the 5th. Such moral pontifications are best left to priests and politicians. I'm here to ,0,do i think its right to cheat? i plead the 5th. such moral pontifications are best left to priests and politicians. im here to
Ah the priests in the Vatican must be opposing it too then ,0,ah the priests in the vatican must be opposing it too then
Yeah next thing you'll see is the president on a ,0,yeah next thing youll see is the president on a
"""We said Hi to Justin; he said 'Hey, what's up?' We told him we loved his jumper he smiled at us!"" - fans who met ",0,"we said hi to justin he said hey, whats up? we told him we loved his jumper he smiled at us! fans who met"
"So, this group can not self control, the cult has no internal sherif, there for the cult of the Roman Catholic... ",1,"so, this group can not self control, the cult has no internal sherif, there for the cult of the roman catholic..."
Both and get their orders from China. Purchased at a Price ,0,both and get their orders from china. purchased at a price
New Zealand MPs apologise for hurt caused by gay sex convictions ,0,new zealand mps apologise for hurt caused by gay sex convictions
"Pray for Steve Scalise, he's back in the ICU. All because a liberal disagreed with his opinion. The left should be ",0,"pray for steve scalise, hes back in the icu. all because a liberal disagreed with his opinion. the left should be"
"Katie Hopkins, who's wages you pay called for a 'final solution' in regard to Mus… ",0,"katie hopkins, whos wages you pay called for a final solution in regard to mus"
Vatican police 'break up gay orgy at home of secretary of one of Pope Francis's key advisers' ,0,vatican police break up gay orgy at home of secretary of one of pope franciss key advisers
Less of a meme. More me and f*ck you - nicely. Katie Hopkins calls CNN Clinton News Network ,0,less of a meme. more me and fck you nicely. katie hopkins calls cnn clinton news network
when will you accept you're part of the problem There are NO upsides to for bar ,0,when will you accept youre part of the problem there are no upsides to for bar
"Why was this same press not critical of Obama, who set up a culture of corruption in the ",0,"why was this same press not critical of obama, who set up a culture of corruption in the"
"Didn't expect this from Sushma Swaraj, one of the most liberal ministers in the NDA. ",0,"didnt expect this from sushma swaraj, one of the most liberal ministers in the nda."
"WATCH: Uniting Ireland. Economically viable, or fiscal deal-breaker? - I spoke with Irish Republican MEP ",0,"watch uniting ireland. economically viable, or fiscal dealbreaker? i spoke with irish republican mep"
Media spent more time looking for a Reddit user than it ever did finding the truth behind Obama's illegal cash ,0,media spent more time looking for a reddit user than it ever did finding the truth behind obamas illegal cash
FEMALE PRIESTS ARE NOW IN DF GLOBAL And I really don't want to play DFO ,0,female priests are now in df global and i really dont want to play dfo
Check out this job title at RSA Insurance Ireland.: I'm sure it's indury not inury ,0,check out this job title at rsa insurance ireland. im sure its indury not inury
The arrogance and lack of respect for our system of governance that Obama is demonstratin… ,1,the arrogance and lack of respect for our system of governance that obama is demonstratin
Vatican police 'break up gay orgy' at home of one of Pope Francis' advisors ,0,vatican police break up gay orgy at home of one of pope francis advisors
The problem is that all of us (liberal and conservative) have been conditioned not to th… ,0,the problem is that all of us liberal and conservative have been conditioned not to th
. purple dots on this map show where birds ringed in Britain Ireland have been found - isn't migration amazing? ,0,. purple dots on this map show where birds ringed in britain ireland have been found isnt migration amazing?
Jesuit priests solve murders in the film adaptation of FH Batacan's Palanca-award winning novel | READ: ,0,jesuit priests solve murders in the film adaptation of fh batacans palancaaward winning novel read
Girls with resting bitch face are lowkey the best to date. They only smile at you the rest of the time look like they ,0,girls with resting bitch face are lowkey the best to date. they only smile at you the rest of the time look like they
County Galway – one of Ireland’s most beautiful and popular areas. Discover what it has to offer ,0,county galway one of irelands most beautiful and popular areas. discover what it has to offer
dont listen to them they're a little ,0,dont listen to them theyre a little
New book reveals Massive Clinton/Obama cover-up ,0,new book reveals massive clintonobama coverup
Obama Bundler Judge William Orrick Wrong on Sanctuary City Funding ,0,obama bundler judge william orrick wrong on sanctuary city funding
And we look forward to you accepting the need for as turns out to be the disaster any ,0,and we look forward to you accepting the need for as turns out to be the disaster any
Pls play me Justin Bieber despacito please ,0,pls play me justin bieber despacito please
"EU chief neg ""in classical negotiation 'no deal' would mean stauts quo. In Brexit 'no deal' means return to a ",0,eu chief neg in classical negotiation no deal would mean stauts quo. in brexit no deal means return to a
"What is Liam Fox smoking? Without the overt support of the Daily Mail, Telegraph, Sun and other rags, Brexit would… ",0,"what is liam fox smoking? without the overt support of the daily mail, telegraph, sun and other rags, brexit would"
"Hearts in Ireland | Ian Cathro talks Perry Kitchen, midfield reinforcements Kyle Lafferty debut ",0,"hearts in ireland ian cathro talks perry kitchen, midfield reinforcements kyle lafferty debut"
You were never an atheist but confuse horny abnormal masturbator anti gay in denial ,1,you were never an atheist but confuse horny abnormal masturbator anti gay in denial
The whole speech made me cry. Obama didn't respect our Vets or any of our men and women in ,1,the whole speech made me cry. obama didnt respect our vets or any of our men and women in
But he had a go at Bad ,0,but he had a go at bad
i got so many groups i wanna stan espeCIALLY SEVENTEEN ,0,i got so many groups i wanna stan especially seventeen
"Vastly underreported for much too long: Persecution of gay men, LGBT+ people in Putin violates human rights ",0,"vastly underreported for much too long persecution of gay men, lgbt people in putin violates human rights"
"The priesthood has, ironically, long been a sanctity for gay Catholics. Many gays became priests but… ",0,"the priesthood has, ironically, long been a sanctity for gay catholics. many gays became priests but"
"Liberal dummy spitters can't get what they want so fuck everything and leave the country in shit, sick of these ass ",0,"liberal dummy spitters cant get what they want so fuck everything and leave the country in shit, sick of these ass"
Andrew Garfield Causes Twitter Frenzy After Claiming He’s Gay ,0,andrew garfield causes twitter frenzy after claiming hes gay
"2. In Russia remarks, Trump appears angrier with Obama's response than Putin's meddling. “Why did Obama do nothing about ",0,"2. in russia remarks, trump appears angrier with obamas response than putins meddling. why did obama do nothing about"
"(10) More photos of Justin Bieber spotted out in Sydney, Australia today. (July 6) ",0,"10 more photos of justin bieber spotted out in sydney, australia today. july 6"
"Without associates, Priests can celebrate 4-7 Masses per weekend. The Pope's instruction to prefer concelebration is ",0,"without associates, priests can celebrate 47 masses per weekend. the popes instruction to prefer concelebration is"
"""I am beginning to hear talk in some quarters that Brexit may not actually happen"" reports ",0,i am beginning to hear talk in some quarters that brexit may not actually happen reports
